State,City,Category,Alcohol,Hotel Name,Address,Total Rooms
Delhi,Delhi,5 Star,With Alcohol,SHANGRI-LA'S EROS HOTEL,19 ASHOKA ROAD CONNAUGHT PLACE ,324
Delhi,Delhi,5 Star,With Alcohol,"THE LEELA AMBIENCE CONVENTION HOTEL, DELHI","PLOT NO - 01, CBD SHAHDARA Delhi",480
Delhi,Delhi,5 Star,With Alcohol,"THE LEELA PALACE, NEW DELHI","The Leela Palace, Diplomatic Enclave, New Delhi ",260
Delhi,Delhi,5 Star,With Alcohol,The Oberoi New Delhi,"Dr. Zakir Hussain Marg, New Delhi-110003, India Delhi",220
Delhi,Delhi,5 Star,With Alcohol,"The Oberoi, New Delhi",Dr. Zakir Hussain Marg Delhi Delhi,220
Delhi,New Delhi,5 Star,With Alcohol,Eros Hotel ,"""S - 1, American Plaza International Trade Tower"" Nehru Place New Delhi New Delhi",216
Delhi,New Delhi,5 Star,With Alcohol,Hyatt Regency Delhi,"Asian Hotels (North) Limited,Bhikaji Cama Place,MG Marg,",1024
Delhi,New Delhi,5 Star,With Alcohol,Jaypee Vasant Continental,"Basant Lok, Vasant Vihar, New Delhi - 10 057 New Delhi",119
Delhi,New Delhi,5 Star,With Alcohol,JW MARRIOTT HOTEL,"6th Floor, Aria Towers J.W. Marriott, New Delhi Aerocity, Asset Area 4, Hospitality District, Near IGI Airport New Delhi - 110 037 ",523
Delhi,New Delhi,5 Star,With Alcohol,Radisson Blu Plaza Hotel ,"National Highway No 8 , Near IGI Airport T3,Mahipalpur, ",261
Delhi,New Delhi,5 Star,With Alcohol,"Roseate House, Formally known as Dusit D-2 Unit of Bird Airport Hotels Private Limited.","Plot No. 10 , GMR Hospitality I.G Airport District New Delhi",216
Delhi,New Delhi,5 Star,With Alcohol,Taj Palace New Delhi,"The Indian Hotels Company Limited, Sardar Patel Marg, Diplomatic Enclave",403
Delhi,New Delhi,5 Star,With Alcohol,The Ashok Hotel,"50 B, DIPLOMATIC ENCLAVE, CHANAKYAPURI, NEW DELHI",550
Delhi,New Delhi,5 Star,With Alcohol,THE GRAND NEW DELHI,"PLOT NO.2, NELSON MANDELA ROAD, VASANT KUNJ PHASE-II, NEW DELHI-110070",390
Delhi,New Delhi,5 Star,With Alcohol,THE IMPERIAL,JANPATH,235
Delhi,New Delhi,5 Star,With Alcohol,THE LODHI UNIT OF LODHI PROPERTY COMPANY LIMITED,"LODHI ROAD, NEW DELHI",68
Delhi,New Delhi,5 Star,With Alcohol,The Metropolitan Hotel,"Bangla Sahib Road,",178
Delhi,New Delhi,5 Star,With Alcohol,The Park New Delhi,"The Park Hotel 15 Parliament street, connaught place sales office",220
Goa,Arpora,5 Star,With Alcohol,"Park Regis - IAPL Group Pvt Ltd., - Hospitality Division","Sanquadi Chim Bata, 157-1, Arpora Village, Bardez Taluka, North Goa.",96
Goa,Arpora,5 Star,With Alcohol,RESORT RIO,"SURVEY NO 145-1, TAMBUDKI AROPRA BARDEZ GOA. ",82
Goa,Bardez,5 Star,With Alcohol,"The Indian Hotels Co Ltd. Unit: Taj Holiday Village Resort and Spa, Goa","Dando, Candolim, Bardez, ",142
Goa,Bardez,5 Star,With Alcohol,W GOA UNIT OF DIANA BUILDWELL PRIVATE LIMITED,"VAGATOR BEACH, VAGATOR, ANJUNA, BARDEZ, GOA",110
Goa,Canacona,5 Star,With Alcohol,The Lalit Golf and Spa Resort Goa,"Bharat Hotels Limited, Rajbaga Canacona Goa",255
Goa,Candolim,5 Star,With Alcohol,Novotel Goa Candolim,Survey No 179 - 1 Anna Waddo Candolim Bardez Goa,149
Goa,Candolim,5 Star,With Alcohol,Novotel Goa Resort and Spa,"Survey No 200 - 8 Pinto Wadoo Bardez off main candolim road , Candolim",121
Goa,Candolim,5 Star,With Alcohol,"The Indian Hotels Company Limited: Unit: Taj Fort Aguada Resort Spa, Goa","Sinquerim, Candolim, Bardez, Goa 403515",143
Goa,Cansaulim,5 Star,With Alcohol,ITC Grand Goa Resort Spa,"263C Arossim Beach, Cansaulim, Goa Cansaulim Cansaulim",246
Goa,Panaji*,5 Star,With Alcohol,GOA MARRIOTT RESORT,"POST BOX. NO. 64, MIRAMAR, PANAJI, 403001. Panaji*",190
Goa,Panaji*,5 Star,With Alcohol,Hotel Cidade de Goa (Unit of Fomento Resorts and Hotels Ltd) ,"Vainguinim Beach , Goa ",207
Goa,Panaji*,5 Star,With Alcohol,Taj Hotel and Convention centre Goa (Unit of Fomento Resorts and Hotels Limited),"Survey no 246-1, Vainguinim Plateau , Donapaula",299
Goa,Panaji*,5 Star,With Alcohol,"Vivanta by Taj, Panaji, goa","Off D.B Bandodkar Road, St. Inez Junction",172
Goa,Salcete,5 Star,With Alcohol,Caravela Beach Resort,"Varca Beach, Salcete, Goa â€“ 403 721, India ",199
Goa,Salcete,5 Star,With Alcohol,PLANET HOLLYWOOD BEACH RESORT GOA,HNO 30-3 ASCONA WADDO UTORDA,115
Goa,Salcete,5 Star,With Alcohol,The St. Regis Goa,"Mobor, Cavelossim Salcete",206
Goa,Salcette,5 Star,With Alcohol,"The Zuri White Sands, Goa, Resort and Casino (Unit of Silver Springs Pleasure Resorts Private Limited)","Plot No. 178-1 and 179-1, Pedda Varca, Salcette, Goa - 403721",154
Gujarat,Ahmedabad,5 Star,With Alcohol,Courtyard by Marriott Ahmedabad (a unit of Pacifica Hotels (Ahmedabad Project) Pvt. Ltd.,"F. P. 86-2-6, Ramdev Nagar, Cross Roads, Near Satellite Police station",164
Gujarat,Ahmedabad,5 Star,With Alcohol,Shiva Satya Hotels Pvt. Ltd. ,"Trading as ""CROWNE PLAZA AHMEDABAD CITY CENTRE"" Shapath-V, S.G.Road",200
Gujarat,Anand,5 Star,With Alcohol,MADHUBHAN RESORT AND SPA,"ANAND SOJITRA ROAD , VALLABH VIDYANAGAR Anand",113
Gujarat,Gandhinagar,5 Star,With Alcohol,GARUD The Leela hotel,above railway station sector 14 gandhinagar 382016,318
Haryana,Gurgaon,5 Star,With Alcohol,Hyatt Regency Gurgaon,New Delhi NCR NH-8 Gurgaon ,451
Haryana,Gurgaon,5 Star,With Alcohol,"LE MERIDIENGURGAON, DELHI NCR",M G ROAD SECTOR 26 DELHI GURGAON BORDER GURGAON 122002 Gurgaon,285
Haryana,Gurgaon,5 Star,With Alcohol,"Taj City Centre, Gurugram","Plot No. 1, Sector 44, Gurugram",208
Haryana,Gurgaon,5 Star,With Alcohol,The Leela Ambience Gurugram (Ambience Hotels and Resorts Pvt. Ltd.) ,"Ambience Island, Village Nathupur, NH 8, Gurugram, Haryana",412
Haryana,Gurgaon,5 Star,With Alcohol,The Oberoi Gurgaon,"443, Udyog Vihar, Phase V, Gurgaon",202
Haryana,Gurgaon,5 Star,With Alcohol,"Trident, Gurgaon","443, Udyog Vihar, Phase V, Gurgaon 122016",136
Himachal Pradesh,Shimla*,5 Star,With Alcohol,Wildflower Hall,"Chharabra, Shimla-171012 Shimla*",85
Jharkhand,Ranchi*,5 Star,With Alcohol,Radisson Blu Hotel Ranchi ,"Radisson Blu Hotel Ranchi, Main Road , Kadru Diversion",115
Karnataka,Bangalore,5 Star,With Alcohol,Bengaluru Marriott Hotel Whitefield Unit Of Chalet Hotels Limited,"No 75, EPIP Area, Whitefield Bangalore",391
Karnataka,Bangalore,5 Star,With Alcohol,Golden Palms Hotel Spa,"Golden Palms Hotel & Spa, No 31, 32 , Golden Palms Avenue, Nagarur Village , off Tumkur Road , Nelamangala , Bangalore - 562123",150
Karnataka,Bangalore,5 Star,With Alcohol,Hotel Hilton(A Unit of prestige Hospitality Ventures Limited),Kensington Ulsoor Bangalore,285
Karnataka,Bangalore,5 Star,With Alcohol,ITC GARDENIA,"NO.1, RESIDENCY ROAD Bangalore",292
Karnataka,Bangalore,5 Star,With Alcohol,ITC Windsor,"No.25 , golf course road, Bangalore, Karnataka",240
Karnataka,Bangalore,5 Star,With Alcohol,radisson blu bengaluru outer ring road,"90-4 Marathahalli, Outer Ring Road,",218
Karnataka,Bangalore,5 Star,With Alcohol,Sheraton Grand Bangalore,"26- 1, Dr Rajkumar Road, Brigade Gateway, Malleswaram - Rajajinagar Bangalore",230
Karnataka,Bangalore,5 Star,With Alcohol,SHERATON GRAND BENGALURU WHITEFIELD HOTEL CONVENTION CENTER,"Prestige Shantiniketan Hoodi, Whitefield",360
Karnataka,Bangalore,5 Star,With Alcohol,"Taj MG Road, Bengaluru","413 , Mahatma Gandhi Road Bengaluru - 560 001, Karnataka. Bangalore",165
Karnataka,Bangalore,5 Star,With Alcohol,"Taj West End, Bangalore",Race Course Road,117
Karnataka,Bangalore,5 Star,With Alcohol,The Den Bengaluru,"ITPL Main Road, Whitefield",226
Karnataka,Bangalore,5 Star,With Alcohol,THE INDIAN HOTELS COMPANY LIMITED ,"2275 TUMKUR ROAD, YESHWANTPUR, ",327
Karnataka,Bangalore,5 Star,With Alcohol,The Leela Palace Bengaluru (Schloss Bangalore Private Limited),"23 Old Airport Road The Leela Palace Kodihalli Bangaluru Karnataka, 560008",357
Karnataka,Bangalore,5 Star,With Alcohol,The Oberoi Bangalore,39 Mahatma Gandhi Road Banglore-560001 ,160
Karnataka,Bangalore,5 Star,With Alcohol,"The Zuri Whitefield, Bengaluru (Unit of Zuri Hospitality Private Limited)","No. 244, Hoody Village, Rajapalaya, ITPL Road, Whitefield, Bengaluru - 560048",162
Karnataka,Bangalore,5 Star,With Alcohol,Vivanta Bengaluru Whitefield,"Whitefield Main Road, ITPB, Whitefield Bangaluru",199
Karnataka,Bangalore,5 Star,With Alcohol,Vivanta bt Taj-Yeshwantpur,"No. 2275, (Plot No.21724) Tumkur Road, Yeshwantpur ",327
Karnataka,Mysore,5 Star,With Alcohol,Radisson Blu Plaza Hotel Mysore,1 MG Road,153
Kerala,Ernakulam,5 Star,With Alcohol,Crowne Plaza Kochi,"Crowne Plaza Kochi , A Unit of KGA Hotels and Resorts Pvt Ltd, XI",269
Kerala,Ernakulam,5 Star,With Alcohol,CROWNE PLAZA KOCHI,"KUNDANOOR JUNCTION,NH-47 BYPASS,MARADU, ERNAKULAM,KERALA",269
Kerala,Ernakulam,5 Star,With Alcohol,KOCHI MARRIOTT HOTEL,"Lulu International Shopping Mall [P]Ltd. N.H.47, Edappally P.O.",274
Kerala,Ernakulam,5 Star,With Alcohol,Le Meridien Kochi,"Maradu, Kochi - 682 304",223
Kerala,Ernakulam,5 Star,With Alcohol,RAMADA LAKE RESORT AND SPA,"Kumbalam South, Kochi,",58
Kerala,Kasaragod,5 Star,With Alcohol,"Khanna Hotels Pvt . Ltd., Unit: Taj Bekal Resort Spa, Kerala","BRDC Site No: 5 Kappil Beach, PO: Udma West Kasaragod, KERALA PIN: 671 319 ",77
Kerala,Kasaragod,5 Star,With Alcohol,"The Lalit Resort and Spa, Bekal","Site no-6 of BRDC, Bevoori Uduma Padinhar, Uduma Panchayat, Kasaragod",38
Kerala,Kochi,5 Star,With Alcohol,HOLIDAYINN COCHIN INDROYAL HOTELS PVT LTD,"331739 A,CHAKKARAPARAMBU JUNCTION, NATIONAL HIGHWAY BYPASS, VENNALA KOCHI Kochi",212
Kerala,Kollam,5 Star,With Alcohol,The Raviz Resort and Spa Ashtamudi (Kollam Royal Park Hotel and Resorts Pvt. Ltd.),"The Raviz Resort and Spa Ahtamudi, The Raviz Kollam, Kollam Royal Park Hotel & Resorts Pvt. Ltd., Mathilil P.O. Kollam.",93
Madhya Pradesh,Bhopal,5 Star,With Alcohol,Taj Lake Front Bhpal,"Link Road No. 3, Prempura, Bhadbhada Chouraha, Bhopal",152
Madhya Pradesh,Indore,5 Star,With Alcohol,SHREE BALAJEE LANDMARK HOTELS PVT. LTD.,H-2 SCHEME NO 54 VIJAY NAGAR INDORE,218
Madhya Pradesh,khajuraho,5 Star,With Alcohol,HOTEL CHANDELA,"JMK HOSPITALITY, HOTEL CHANDELA, KHAJURAHO, AIRPORT ROAD, KHAJURAHO",91
Madhya Pradesh,khajuraho,5 Star,With Alcohol,the Lalit Temple View Khajuraho,The LaLiT Temple View Khajuraho Seva Gram,47
Maharashtra,Lonavala,5 Star,With Alcohol,Hilton Shillim Estate Retreat Spa,"Writer Lifestyle Pvt. Ltd., Pawana Nagar, Taluka Maval, Shilimb, Maharashtra 410406 Phone: 02114 712 468",100
Maharashtra,Mahabaleshwar,5 Star,With Alcohol,Le Meridien Mahabaleshwar Resort and Spa,"CTS NO. 211,212, Medha-Satara Road,",122
Maharashtra,Mumbai,5 Star,With Alcohol,Chalet Hotels Pvt Ltd,"Four Points by Sheraton Navi Mumbai, Plot No. 39-1 6 to 15 Sector 30 A Vashi, Navi Mumbai,",118
Maharashtra,Mumbai,5 Star,With Alcohol,Four Seasons Hotel - Mumbai (Provenance Land Private Ltd),"Plot No. 1-136, Dr E.Moses Road, Near Jijamata Nagar, Worli, Mumbai Mumbai Mumbai",202
Maharashtra,Mumbai,5 Star,With Alcohol,Hilton Mumbai International Airport,"Sahar Airport Road, Andheri (East)",171
Maharashtra,Mumbai,5 Star,With Alcohol,Hotel ITC Grand Central,"287, Babasaheb Ambedkar Road Parel Mumbai",242
Maharashtra,Mumbai,5 Star,With Alcohol,Hotel Leelaventure Ltd,"The Leela, Sahar, Andheri East, Mumbai 400 059",390
Maharashtra,Mumbai,5 Star,With Alcohol,Hyatt Regency Mumbai,"Sahar Airport Road,Andheri (East) Mumbai 400099",401
Maharashtra,Mumbai,5 Star,With Alcohol,ITC Maratha,"Sahar Road, Andheri (East), Mumbai 400 099",380
Maharashtra,Mumbai,5 Star,With Alcohol,JW MARRIOTT HOTEL,"JW MARRIOTT HOTEL, JUHU TARA ROAD, JUHU",355
Maharashtra,MUMBAI,5 Star,With Alcohol,JW Marriott Hotel Mumbai Sahar,"Building No. 2, Plot bearing No. 1483 D of village Marol, Andheri East, Mumbai - 400099",588
Maharashtra,MUMBAI,5 Star,With Alcohol,Novotel Mumbai Juhu Beach,"Balraj Sahani Marg, Juhu Beach, Juhu",203
Maharashtra,Mumbai,5 Star,With Alcohol,Sahara Star,"Opp Domestic Airport, Off. Western Express Highway, Vile Parle(East) Mumbai - 400099",354
Maharashtra,Mumbai,5 Star,With Alcohol,Taj Lands End,"B.J. Road Band Stand, Bandra (West) Mumbai",493
Maharashtra,Mumbai,5 Star,With Alcohol,The Lalit Mumbai,"The Lalit Mumbai (An enterprise of Bharat Hotels Limited) Sahar Airport Road, Andheri (East) ",368
Maharashtra,Mumbai,5 Star,With Alcohol,"The Oberoi, Mumbai",Nariman Point Mumbai Mumbai,287
Maharashtra,Mumbai,5 Star,With Alcohol,"The Taj Mahal Palace, Mumbai","Apollo Bunder, Mumbai",543
Maharashtra,Mumbai,5 Star,With Alcohol,The Westin Mumbai Garden City,"Oberoi Garden City, International Business Park, Off Western Express Highway, Goregaon (East) Mumbai",269
Maharashtra,Mumbai,5 Star,With Alcohol,"Trident, Nariman Point",Nariman Point Mumbai,555
Maharashtra,Pune,5 Star,With Alcohol,Hotel Conrad,"S.No.468, Hissa No. A of Pune City, C.T.S. No. 2F, Situated At 7-Mangaldas Road, Pune - 411001 Pune",351
Maharashtra,Pune,5 Star,With Alcohol,Sheraton Grand,"100-101, RBM Road, Pune",177
Maharashtra,Raigad,5 Star,With Alcohol,Novotel Imagica,"S.No. 70-2 Hotel Novotel Imagica, Beside Imagica Park, Village Vadwal, Tal- Khalapur, Khopoli Pali Raod. Dsi-Raigad ",287
Odisha,Bhubaneswar*,5 Star,With Alcohol,Trident,"CB - 1, Nayapalli Bhubaneswar* Bhubaneswar*",62
Punjab,Chandigarh,5 Star,With Alcohol,Taj Chandigarh,Unit: Taj GvK Hotels & Resorts Limited Block No. 9 Sector 17 A,149
Punjab,Ludhiana,5 Star,With Alcohol,Hyatt Regency Ludhiana,"Plot No 4, Ferozepur Road, National Highway 95, Ludhiana - 141001",168
Punjab,Ludhiana,5 Star,With Alcohol,Radisson Blu Hotel MBD Ludhiana,"Ferozepur Road, Ludhiana -141012",81
Punjab,Mohali,5 Star,With Alcohol,The Oberoi Sukhvilas Spa Resort,"Pallanpur, P.O. Sailba Majri, New Chandigarh, Distt. S.A.S. Nagar, Mohali",60
Rajasthan,Jaipur,5 Star,With Alcohol,Chokhi Dhani Resort,12 Miles Near Sitapura Tonk Road Jaipur,102
Rajasthan,Jaipur,5 Star,With Alcohol,Hilton Hotel (Unit of Fruitful Buldicon Pvt. Ltd.),"8A, Kanota Bagh, Kastiya Lane, Takhte Shahi Road,",179
Rajasthan,Jaipur,5 Star,With Alcohol,ITC Rajputana,Palace Road Jaipur Jaipur,218
Rajasthan,Jaipur,5 Star,With Alcohol,"Rambagh Palace Hotel, Jaipur","Bhawani Singh Road, Jaipur",78
Rajasthan,Jaipur,5 Star,With Alcohol,The Leela Palace (A Unit of Tulsi Palace Resorts Pvt Ltd),"KUKAS,AMER,JAIPUR Jaipur",200
Rajasthan,Jaipur,5 Star,With Alcohol,The Oberoi Rajvilas,Goner Road Jaipur,71
Rajasthan,Udaipur,5 Star,With Alcohol,Taj Lake Palace,"Post Box No. 5, Pichola Lake",83
Tamil Nadu,Chennai*,5 Star,With Alcohol,EMPEE HOTELS LIMITED,"124-1&2 JAWAHARLAL NEHRU SALAI, EKKADUTHANGAL, CHENNAI - 600032",204
Tamil Nadu,Chennai*,5 Star,With Alcohol,Hyatt Regency Chennai,"365, Anna Salai, Teynampet",327
Tamil Nadu,Chennai*,5 Star,With Alcohol,ITC GRAND CHOLA,"NO. 63, MOUNT ROAD, GUINDY, CHENNAI",600
Tamil Nadu,Chennai*,5 Star,With Alcohol,PARK HYATT - UNIT OF AMBATTUR HOTELS PVT LTD,39 VELACHERY ROAD GUINDY CHENNAI 32,198
Tamil Nadu,Chennai*,5 Star,With Alcohol,The Westin Chennai Velachery,"No. 154, Velachery Main Road Velachery Chennai*",214
Tamil Nadu,Chennai*,5 Star,With Alcohol,Turyaa Chennai,"1447, Rajiv Gandhi Salai, (OMR) Old Mahabalipuram Raod, Kottivakkam, Chennai 600041 Chennai*",140
Tamil Nadu,Coimbatore,5 Star,With Alcohol,The Residency Towers ,"No. 1075-1076, Avinashi Road, Coimbatore-641 018.",135
Telangana,Hyderabad,5 Star,With Alcohol,APEEJAY SURRENDRA PARK HOTELS LTD,"The Park Hotel, 22 Rajbhavan Road Somajiguda,",263
Telangana,Hyderabad,5 Star,With Alcohol,Hotel Taj Krishna,"Road No.1, Banjara Hills, Hyderabad",261
Telangana,Hyderabad,5 Star,With Alcohol,ITC Limited- ITC Kohenur,"Plot no. 5, Hyderabad Knowledge City, Raidurg, Near Madhapur, Oppo, Inorbit Mall, Hyderabad Hyderabad",271
Telangana,Hyderabad,5 Star,With Alcohol,Park Hyatt Hyderabad,"Plot No 2&3, Sy No 403, H.No 8-2-12064201 to 4 & 8-2-1206431 to 3. Road No 2, Banjarahills, Hyderabad",102
Telangana,Hyderabad,5 Star,With Alcohol,THE WESTIN HYDERABAD MINDSPACE UNIT OF CHALET HOTELS PRIVATE LIMITED,"Building No 15, Survey No 64 PART, APIIC Software Layout, K Raheja IT Park, Mindspace, Madhapur ",427
Telangana,Hyderabad,5 Star,With Alcohol,TRIDENT HYDERABAD,"SURVEY NO.64, BESIDES SHILPAKALAVEDIKA, SHILPARAMAM, MADHAPUR, HYDERABAD-500081",323
Uttar Pradesh,Agra,5 Star,With Alcohol,HOTEL CLARKS SHIRAZ,"54, TAJ ROAD, NEAR UP TOURISM OFFICE,AGRA ",237
Uttar Pradesh,Agra,5 Star,With Alcohol,ITC Mughal,"Tajganj, fatehabad Road Agra Agra",233
Uttar Pradesh,Agra,5 Star,With Alcohol,The Oberoi Amarvilas,Taj East Gate Road Agra Agra Agra,102
Uttar Pradesh,Lucknow*,5 Star,With Alcohol,"Taj Mahal, Lucknow","Vipin Khand, Gomti Nagar",110
Uttar Pradesh,Noida,5 Star,With Alcohol,JAYPEE GREENS GOLF & SPA RESORTS,"G BLOCK, SURAJPUR KASNA ROAD, GREATER NOIDA",170
Uttar Pradesh,Varanasi,5 Star,With Alcohol,"Taj Ganges, Varanasi (A Unit of Benares Hotels Limited)",Nadesar Palace Grounds,130
Uttarakhand,Dehradun,5 Star,With Alcohol,The Savoy,"Library Bazar, Gandhi Chowk, Mussoorie",50
Uttarakhand,Mussoorie,5 Star,With Alcohol,Jaypee Residency Manor,"Barlowganj, Mussoorie, District - Dehradun, Uttrakhand Pin code - 248 122, India ",135
Uttarakhand,Rishikesh,5 Star,With Alcohol,Taj Rishikesh Resort and Spa Uttarakhand ( a unit of Darrameks Hotels and Developers Pvt. Ltd. ),"Village Singthali, Tehsil Narendra Nagar, District Tehri Garhwal",79
West Bengal,Kolkata,5 Star,With Alcohol,ITC LIMITED,"JBS HALDANE AVENUE, KOLKATA - 700 046",237
West Bengal,Kolkata,5 Star,With Alcohol,ITC Royal Bengal,"1, JBS Haldane Avenue, Opposite Science City, Kolkata- 700046",316
West Bengal,Kolkata,5 Star,With Alcohol,THE LALIT GREAT EASTERN HOTEL KOLKATA (APOLLO ZIPPER INDIA LTD),"18, HEMANTA BASU SARANI KOLKATA 700069",195
West Bengal,Kolkata,5 Star,With Alcohol,The Oberoi Grand,15 Jawaharlal nehru road ,209
West Bengal,Kolkata,5 Star,With Alcohol,The Park Kolkata,17 Park Street,149
Andaman And Nicobar,Havelock Island,5 Star,Without Alcohol,Taj Exotica Resort and Spa Andamans,"Andamans Radhanagar Beach No. 7, Havelock Island",50
Gujarat,Ahmedabad,5 Star,Without Alcohol,COURTYARD BY MARRIOTT AHMEDABAD SINDHU BHAVAN ROAD,"SURVEY NO 64/1, OPP. SINDHU BHABAN ROAD,OFF. S.G. HIGHWAY ROAD, BODAKDEV,AHMEDABAD,GUJARAT,380054",121
Gujarat,Ahmedabad,5 Star,Without Alcohol,FORTUNE LANDMARK AHMEDABAD,FORTUNE LANDMARK UNIT OF WEST INN LIMITED USMANPURA CROSS ROADS ASHRAM ROAD AHMEDABAD,95
Gujarat,Ahmedabad,5 Star,Without Alcohol,Fortune Select S.G. Highway Ahmedabad (A unit of West India Hospitality Limited),115-116 Plot No. 71 Nr. Sola Over Bridge Utopia School S G Highway Thaltej Ahmedabad 380054,96
Gujarat,Ahmedabad,5 Star,Without Alcohol,HIRISE HOSPITALITY PRIVATE LIMITED,"1109, SAFAL PRELUDE, CORPORATE ROAD, PRAHLADNAGAR, AHMEDABAD-380015",173
Gujarat,Ahmedabad,5 Star,Without Alcohol,HOTEL TAJ SKYLINE (A UNIT OF SANKALP IN),"FINAL PLOT NO 67-82 R.S.NO 722-799,SANKALP IN HOTEL SINDHU BHAWAN ROAD,BODAKDEV-380059 Ahmedabad",170
Gujarat,Ahmedabad,5 Star,Without Alcohol,Hyatt Ahmedabad,"(A unit of The Ruchi Hospitality Pvt. Ltd.) Plot No. 216, Town Plan Scheme-1 Near Vastrapur Lake, Vastrapur Ahmedabad Ahmedabad",178
Gujarat,Ahmedabad,5 Star,Without Alcohol,Hyatt Regency Ahmedabad,"Plot No.17A, Ashram Road, Usmanpura Ahmedabad",210
Gujarat,Ahmedabad,5 Star,Without Alcohol,Pride Hotel ,"Judges Bungalow Road , S.G Road, Bodakdev, Ahmedabad-380054 Ahmedabad",164
Gujarat,Ahmedabad,5 Star,Without Alcohol,Radisson Blu Ahmedabad,"Radisson BluNear Panchvati Cross Roads, Off C.G. Road, Ambawadi,",115
Gujarat,Ahmedabad,5 Star,Without Alcohol,STAROTTEL,"15 ASHRAM ROAD, OLD WADAJ, AHMEDABAD - 380013",129
Gujarat,Ahmedabad,5 Star,Without Alcohol,WEST INDIA RECREATION PROJECT PRIVATE LIMITED,"GIFT INTERNATIONAL CENTRE, Building ID No.- Block No. 38 Zone 3 Road Tapas Marg, Gujarat International Fiance Tech. (GIFT) City, Gujarat",98
Gujarat,Dabhou,5 Star,Without Alcohol,CHAROTAR RESORT PRIVATE LIMITED,"Adjoining Dabhou Railway Station,Dabhou-Malataj Road,Dabhou-387210",64
Gujarat,Dwarka,5 Star,Without Alcohol,The Fern Sattva Resort Dwarka,"At- Baradia, Dwarka - 361335",81
Gujarat,Gandhinagar,5 Star,Without Alcohol,"Grand Mercure, GIFT City","GIFT City, Block No. 53, Building No. 53F, Zone 5, Road 5C, ",151
Gujarat,Junagadh,5 Star,Without Alcohol,Leo Resort,"Near Girnar Darwaja, Taleti Road, JUNAGADH",58
Gujarat,Junagadh,5 Star,Without Alcohol,Woods At Sasan by Thousand Island Hotels and Resorts Pvt. Ltd.,"Near Sangodra Crossing, Sasan Talala Road, Village Bhojde, Taluka Talala, Dist Gir Somnath ",38
Gujarat,Nadiad,5 Star,Without Alcohol,BOULEVARD9 LUXURY RESORT SPA ( A UNIT OF HORIZON HOSPITALITY),"BOULEVARD9 LUXURY RESORT & SPA , PIJ CROSS NEAR NH-48 NADIAD",72
Gujarat,Rajkot,5 Star,Without Alcohol,j p inn pvt ltd,rajkot Rajkot,77
Gujarat,Rajkot,5 Star,Without Alcohol,Sayaji hotels Ltd(Harsh creation),"Vrindavan Society Main road, nr.Pradhyuman Green City Tower Off Infront of, Kalavad Rd, Rajkot, Gujarat 360005 ",78
Gujarat,Rajkot,5 Star,Without Alcohol,The Imperial palace ,Dr.Yagnik Road Rajkot ,119
Gujarat,Surat,5 Star,Without Alcohol,COURTYARD BY MARRIOTT (A Unit of A unit of Gujarat JHM Hotels Limited),"Plot X2, Sub Plot 19, GIDC Icchapore, Village Bhatpore",133
Gujarat,Surat,5 Star,Without Alcohol,ORANGE MEGASTRUCTURES LLP,"Plot No.112, Town Planning Scheme No.7, Vesu-Magdalla Circle, Near City plus Multiplex, Dumas Road, Surat",170
Gujarat,Surat,5 Star,Without Alcohol,Surat Marriott Hotel (a unit of Gujarat JHM Hotels Ltd).,Ambica Niketan Athwa Lines,209
Gujarat,Surat,5 Star,Without Alcohol,THE GRAND BHAGWATI THE UNIT OF ORANGE MAGASTRUCTURE L.L.P,"86-A R.S. 32-1 PAIKI - 2. T.P. -7, FLAT NO. 112, SACHIN - MAGDALLA ROAD, O.N.G.C. CIRCLE,BEHIND CITY PLUS THEATRE, MAGDALLA, SURAT-395007",170
Gujarat,Vadodara,5 Star,Without Alcohol,MAITRAYA HOSPITALITY LLP,"BLOCK B, SARABHAI COMPOUND, OPP. NEPTUNE TRION, ALEMBIC ROAD,NEAR GENDA CIRCLE, VADODARA- 390023 Vadodara",123
Gujarat,Vadodara,5 Star,Without Alcohol,Sayaji Hotel ,"Near Bhimnath Bridge, Opp. Parsi Agyari, Sayajigunj",136
Gujarat,Vadodara,5 Star,Without Alcohol,WelcomHotel Vadodara,"RC Dutt Road,Vadodara Vadodara Vadodara",133
Gujarat,Vijaynagar,5 Star,Without Alcohol,THE FERN SATTVA RESORT POLO FOREST,"DHORIVAV, P.O. ABHAPUR, VIJAYNAGAR TALUKA",30
Karnataka,Bangalore,5 Star,Without Alcohol,Grand Mercure Bengaluru at Gopalan Mall,"Grand Mercure Bengaluru at Gopalan Mall, Unit of Gopalan Enterprises India Pvt. Ltd. Opp. RMZ infinity, Swamy Vivekananda Road, Bengaluru- 560093",212
Kerala,Chalakudy,5 Star,Without Alcohol,Samroha Resort,"Athirappilly, Chalakudy, Kerala, ",37
Kerala,Chalakudy,5 Star,Without Alcohol,SAMROHA RESORT,"Kannamkuzhy,Vettilappara Post,Athirappilly,Chalakudy,Thrissur District",37
Kerala,Ernakulam,5 Star,Without Alcohol,THE BRUNTON BOATYARD,"1 - 498 A, B, C, D FORTKOCHI ",26
Kerala,Kochi,5 Star,Without Alcohol,"Four Points By Sheraton, Kochi Infopark","Block-9, Resurvey No. 601-8 part, 601-9 part, 601-11 part & 617-4 part. Infopark Expressway, Kusumagiri P.O, Kakkanad, Kochi-682030. ",218
